a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgements	a.Comments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
markarevalo	931	931	a03fa30821986dff10fc66647c84c9c3	2097	2015-07-15	QueryPair	Excellent			0	inn dove bensalem	2097	bensalem dove inn	inn dove bensalem
markarevalo	934	934	b3ba8f1bee1238a2f37603d90b58898d	1239	2015-07-15	QueryPair	Excellent			0	metropolitan hotel bangkok	1239	metropolitan bangkok	metropolitan hotel bangkok
markarevalo	937	937	faa9afea49ef2ff029a833cccc778fd0	423	2015-07-15	QueryPair	Excellent			0	hershey park pennsylvania	423	hershey park	hershey park pennsylvania
markarevalo	944	944	821fa74b50ba3f7cba1e6c53e8fa6845	455	2015-07-14	QueryPair	Fair			0	twinsburg oh	455	twinsburg hotel	twinsburg oh
markarevalo	950	950	5c572eca050594c7bc3c36e7e8ab9550	743	2015-07-14	QueryPair	Excellent			0	days inn kissimmee	743	days hotel kissimmee	days inn kissimmee
markarevalo	952	952	6a5889bb0190d0211a991f47bb19a777	1366	2015-07-15	QueryPair	Excellent			0	holiday inn express nampa idaho	1366	holiday inn express suites nampa	holiday inn express nampa idaho
markarevalo	955	955	42ffcf057e133f94c1b7b5cf543ef3bd	1470	2015-07-15	QueryPair	Good			0	contiki tours europe	1470	tour europe	contiki tours europe
markarevalo	957	957	970af30e481057c48f87e101b61e6994	1427	2015-07-15	QueryPair	Excellent			0	four seasons san francisco	1427	four season hotel san francisco	four seasons san francisco
markarevalo	958	958	0771fc6f0f4b1d7d1bb73bbbe14e0e31	1632	2015-07-15	QueryPair	Excellent			0	comfort inn niagara falls	1632	niagara falls comfort inn	comfort inn niagara falls
markarevalo	961	961	7f53f8c6c730af6aeb52e66eb74d8507	1391	2015-07-15	QueryPair	Excellent			0	england travel packages	1391	england packages	england travel packages
markarevalo	962	962	c8cbd669cfb2f016574e9d147092b5bb	1793	2015-07-15	QueryPair	Excellent			0	baymont inn tampa	1793	baymont tampa	baymont inn tampa
markarevalo	967	967	892c91e0a653ba19df81a90f89d99bcd	901	2015-07-15	QueryPair	Good			0	east hotel beijing	901	east beijing china	east hotel beijing
markarevalo	969	969	98f13708210194c475687be6106a3b84	20	2015-07-15	QueryPair	Excellent			0	hampton inn dobson north carolina	20	hampton inn dobson nc	hampton inn dobson north carolina
markarevalo	97	97	621461af90cadfdaf0e8d4cc25129f91	907	2015-07-15	QueryPair	Excellent			0	holiday inn evansville indiana	907	holiday inn hotels evansville indiana	holiday inn evansville indiana
markarevalo	972	972	5129a5ddcd0dcd755232baa04c231698	1591	2015-07-15	QueryPair	Good	from general to specific		0	hilton suites chicago	1591	hilton garden suites chicago	hilton suites chicago
markarevalo	989	989	f3d9de86462c28781cbe5c47ef22c3e5	2214	2015-07-15	QueryPair	Excellent			0	hampton inn dayton mall	2214	hampton inn dayton mall hotel	hampton inn dayton mall
markarevalo	992	992	a516a87cfcaef229b342c437fe2b95f7	487	2015-07-15	QueryPair	Excellent			0	columbus hotel rome italy	487	hotel columbus rome	columbus hotel rome italy
markarevalo	996	996	955a1584af63a546588caae4d23840b3	1743	2015-07-14	QueryPair	Excellent			0	andaz hotel napa ca	1743	andaz hotel napa	andaz hotel napa ca
manjuprasad	1003	1003	6be5336db2c119736cf48f475e051bfe	1899	2015-07-15	QueryPair	Good			0	sterling shores destin	1899	sterling shores destin rentals	sterling shores destin
manjuprasad	1055	1055	3b712de48137572f3849aabd5666a4e3	1122	2015-07-14	QueryPair	Excellent			0	holiday inn lancaster ca	1122	holiday inn suites lancaster	holiday inn lancaster ca
manjuprasad	1121	1121	a50abba8132a77191791390c3eb19fe7	1344	2015-07-14	QueryPair	Good			0	claremont california	1344	hotel claremont ca	claremont california
manjuprasad	1129	1129	66be31e4c40d676991f2405aaecc6934	1716	2015-07-14	QueryPair	Good			0	fairfield ia	1716	hotel fairfield ia	fairfield ia
manjuprasad	1145	1145	856fc81623da2150ba2210ba1b51d241	1423	2015-07-15	QueryPair	Excellent			0	rodeway inn kissimmee fl	1423	rodeway inn kissimmee	rodeway inn kissimmee fl
manjuprasad	1154	1154	cd89fef7ffdd490db800357f47722b20	1062	2015-07-15	QueryPair	Excellent			0	quality inn suites fitchburg wi	1062	quality inn fitchburg wi	quality inn suites fitchburg wi
manjuprasad	1205	1205	83cdcec08fbf90370fcf53bdd56604ff	1478	2015-07-14	QueryPair	Good			0	upcoming events las vegas	1478	events las vegas	upcoming events las vegas
manjuprasad	1271	1271	31b3b31a1c2f8a370206f111127c0dbd	1009	2015-07-15	QueryPair	Excellent			0	plaza resort daytona beach	1009	plaza hotel daytona beach	plaza resort daytona beach
manjuprasad	1272	1272	81ca0262c82e712e50c580c032d99b60	1371	2015-07-15	QueryPair	Excellent			0	prudhoe bay ak	1371	prudhoe bay hotel	prudhoe bay ak
manjuprasad	1280	1280	cedebb6e872f539bef8c3f919874e9d7	183	2015-07-15	QueryPair	Excellent			0	villas st john usvi	183	villas in st john usvi	villas st john usvi
manjuprasad	1284	1284	6e7b33fdea3adc80ebd648fffb665bb8	807	2015-07-15	QueryPair	Good			0	travelodge virginia beach va	807	travelodge virginia beach reviews	travelodge virginia beach va
manjuprasad	1294	1294	0aa1883c6411f7873cb83dacb17b0afc	191	2015-07-15	QueryPair	Good			0	westgate palace orlando reviews	191	westgate palace orlando hotel	westgate palace orlando reviews
manjuprasad	1302	1302	872488f88d1b2db54d55bc8bba2fad1b	754	2015-07-14	QueryPair	Excellent			0	eden resort lancaster pa	754	eden lancaster	eden resort lancaster pa
manjuprasad	1325	1325	d82118376df344b0010f53909b961db3	1381	2015-07-14	QueryPair	Excellent			0	holiday inn sedalia mo	1381	holiday inn suites sedalia mo	holiday inn sedalia mo
manjuprasad	1348	1348	0d0871f0806eae32d30983b62252da50	929	2015-07-14	QueryPair	Excellent			0	days inn watsonville ca	929	days inn watsonville hotel	days inn watsonville ca
manjuprasad	1368	1368	d9731321ef4e063ebbee79298fa36f56	1398	2015-07-14	QueryPair	Excellent			0	comfort suites st charles	1398	comfort suites st charles st charles	comfort suites st charles
manjuprasad	1371	1371	069059b7ef840f0c74a814ec9237b6ec	126	2015-07-14	QueryPair	Excellent			0	quality inn suites rochester mn	126	quality inn rochester mn	quality inn suites rochester mn
manjuprasad	1395	1395	81c650caac28cdefce4de5ddc18befa0	1642	2015-07-14	QueryPair	Good			0	lakeside ohio	1642	lakeside hotel ohio	lakeside ohio
manjuprasad	143	143	d56b9fc4b0f1be8871f5e1c40c0067e7	893	2015-07-15	QueryPair	Good			0	ramada lake shore chicago	893	chicago lake shore	ramada lake shore chicago
manjuprasad	1533	1533	2a084e55c87b1ebcdaad1f62fdbbac8e	859	2015-07-15	QueryPair	Excellent			0	millwood inn suites millbrae	859	millwood inn and suites millbrae	millwood inn suites millbrae
manjuprasad	1544	1544	253614bbac999b38b5b60cae531c4969	2012	2015-07-15	QueryPair	Excellent			0	port o call ocean city nj	2012	port o call hotel ocean city nj	port o call ocean city nj
manjuprasad	1550	1550	aa2a77371374094fe9e0bc1de3f94ed9	1829	2015-07-14	QueryPair	Good			0	kalkaska mi	1829	hotel kalkaska mi	kalkaska mi
manjuprasad	1553	1553	df9028fcb6b065e000ffe8a4f03eeb38	1763	2015-07-15	QueryPair	Good			0	tripadvisor hotels las vegas	1763	las vegas strip hotels tripadvisor	tripadvisor hotels las vegas
manjuprasad	1559	1559	16ba72172e6a4f1de54d11ab6967e371	2063	2015-07-14	QueryPair	Excellent			0	omni hotel fort worth tx	2063	omni hotels fort worth tx	omni hotel fort worth tx
manjuprasad	1623	1623	2557911c1bf75c2b643afb4ecbfc8ec2	2038	2015-07-15	QueryPair	Good			0	places stay fredericksburg tx	2038	best place stay fredericksburg tx	places stay fredericksburg tx
manjuprasad	1633	1633	1aa48fc4880bb0c9b8a3bf979d3b917e	803	2015-07-15	QueryPair	Good			0	ouray co	803	hotel ouray	ouray co
manjuprasad	1636	1636	ad13a2a07ca4b7642959dc0c4c740ab6	315	2015-07-14	QueryPair	Excellent			0	days inn phoenix north	315	days inn phoenix north hotel	days inn phoenix north
manjuprasad	1672	1672	2050e03ca119580f74cca14cc6e97462	473	2015-07-15	QueryPair	Excellent			0	residence inn austin tx	473	marriott residence inn austin	residence inn austin tx
manjuprasad	1692	1692	d46e1fcf4c07ce4a69ee07e4134bcef1	1965	2015-07-15	QueryPair	Excellent			0	premier hotel london	1965	premier inn in london	premier hotel london
manjuprasad	1699	1699	f47d0ad31c4c49061b9e505593e3db98	904	2015-07-15	QueryPair	Excellent			0	riu macao punta cana	904	riu palace macao in punta cana	riu macao punta cana
manjuprasad	1701	1701	218a0aefd1d1a4be65601cc6ddc1520e	485	2015-07-15	QueryPair	Excellent			0	tarpon inn tarpon springs fl	485	tarpon inn tarpon springs	tarpon inn tarpon springs fl
manjuprasad	1702	1702	b7ee6f5f9aa5cd17ca1aea43ce848496	771	2015-07-13	QueryPair	Good			0	ohio travel	771	vacation ohio	ohio travel
manjuprasad	1717	1717	351b33587c5fdd93bd42ef7ac9995a28	1552	2015-07-15	QueryPair	Excellent			0	sterling resorts destin	1552	sterling resorts sterling sands destin	sterling resorts destin
manjuprasad	175	175	94f6d7e04a4d452035300f18b984988c	300	2015-07-15	QueryPair	Excellent			0	riverside hotel killarney	300	riverside hotel killarney killarney	riverside hotel killarney
manjuprasad	1757	1757	e6d8545daa42d5ced125a4bf747b3688	1247	2015-07-16	QueryPair	Fair	too far		0	quality inn deming nm	1247	quality inn bernalillo nm	quality inn deming nm
manjuprasad	1758	1758	f93882cbd8fc7fb794c1011d63be6fb6	1307	2015-07-14	QueryPair	Excellent			0	las vegas tropicana	1307	vegas tropicana	las vegas tropicana
manjuprasad	1786	1786	56468d5607a5aaf1604ff5e15593b003	1432	2015-07-14	QueryPair	Excellent			0	disney vacation hawaii	1432	disney vacation aulani	disney vacation hawaii
manjuprasad	1808	1808	b4288d9c0ec0a1841b3b3728321e7088	657	2015-07-13	QueryPair	Bad	Q2-foreign		0	caesar hotel london	657	โรงแรมซีซาร์	caesar hotel london
manjuprasad	1813	1813	819f46e52c25763a55cc642422644317	338	2015-07-14	QueryPair	Good			0	hollywood casino pa	338	casinos in pennsylvania	hollywood casino pa
manjuprasad	1821	1821	0d4f4805c36dc6853edfa4c7e1638b48	1574	2015-07-15	QueryPair	Good			0	vacation packages los cabos	1574	los cabos vacations	vacation packages los cabos
manjuprasad	1821	1821	90599c8fdd2f6e7a03ad173e2f535751	1796	2015-07-15	QueryPair	Good			1	vacation packages los cabos	1796	travel los cabos	vacation packages los cabos
manjuprasad	1830	1830	ee26fc66b1369c7625333bedafbfcaf6	2156	2015-07-14	QueryPair	Excellent			0	regina hotel paris france	2156	regina hotel in paris france	regina hotel paris france
manjuprasad	185	185	621bf66ddb7c962aa0d22ac97d69b793	248	2015-07-14	QueryPair	Good			0	nashville tn things do	248	nashville tn attractions	nashville tn things do
manjuprasad	186	186	6a508a60aa3bf9510ea6acb021c94b48	1951	2015-07-15	QueryPair	Good			0	vacations canada	1951	vacation packages canada	vacations canada
manjuprasad	1916	1916	6d9c547cf146054a5a720606a7694467	1408	2015-07-14	QueryPair	Good			0	florida trips	1408	florida lodging	florida trips
manjuprasad	1926	1926	ed265bc903a5a097f61d3ec064d96d2e	546	2015-07-15	QueryPair	Excellent			0	usvi vacation packages	546	us virgin islands vacation packages	usvi vacation packages
manjuprasad	1939	1939	05a5cf06982ba7892ed2a6d38fe832d6	2021	2015-07-15	QueryPair	Good			0	riu hotel jamaica	2021	riu negril	riu hotel jamaica
manjuprasad	1944	1944	7eacb532570ff6858afd2723755ff790	419	2015-07-15	QueryPair	Excellent	implied it s the resort spa		0	westgate resort spa orlando	419	westgate spa orlando	westgate resort spa orlando
manjuprasad	1989	1989	c70daf247944fe3add32218f914c75a6	1326	2015-07-14	QueryPair	Excellent			0	rodeway inn hershey pa	1326	rodeway inn suites hershey pa	rodeway inn hershey pa
manjuprasad	1990	1990	0e095e054ee94774d6a496099eb1cf6a	1183	2015-07-15	QueryPair	Excellent			0	mission palms tempe	1183	tempe mission palms hotel	mission palms tempe
manjuprasad	2025	2025	e3251075554389fe91d17a794861d47b	1256	2015-07-14	QueryPair	Good			0	philippos hotel athens	1256	philippos hotel athens reviews	philippos hotel athens
manjuprasad	2039	2039	63dc7ed1010d3c3b8269faf0ba7491d4	217	2015-07-14	QueryPair	Good			0	wingate wilmington nc	217	wingate hotel wilmington	wingate wilmington nc
manjuprasad	2040	2040	fe131d7f5a6b38b23cc967316c13dae2	255	2015-07-14	QueryPair	Good			0	las vegas reservations	255	las vegas hotels reservation	las vegas reservations
manjuprasad	2045	2045	37693cfc748049e45d87b8c7d8b9aacd	23	2015-07-14	QueryPair	Good			0	washington dc packages	23	washington dc vacation	washington dc packages
manjuprasad	205	205	33ceb07bf4eeb3da587e268d663aba1a	1213	2015-07-14	QueryPair	Excellent			0	lodge tiburon ca	1213	lodge tiburon tiburon ca	lodge tiburon ca
manjuprasad	2051	2051	9701a1c165dd9420816bfec5edd6c2b1	1401	2015-07-15	QueryPair	Excellent			0	weeki wachee	1401	weeki wachee florida	weeki wachee
manjuprasad	2053	2053	f3f27a324736617f20abbf2ffd806f6d	516	2015-07-15	QueryPair	Fair	comp		0	summerplace inn destin fl	516	hampton inn destin fl	summerplace inn destin fl
manjuprasad	2110	2110	018b59ce1fd616d874afad0f44ba338d	1283	2015-07-14	QueryPair	Good		nearby	0	holiday inn mentor	1283	holiday inn cleveland	holiday inn mentor
manjuprasad	2116	2116	9a1756fd0c741126d7bbd4b692ccbd91	1417	2015-07-14	QueryPair	Excellent			0	point pleasant nj	1417	point pleasant beach new jersey	point pleasant nj
manjuprasad	2119	2119	ea6b2efbdd4255a9f1b3bbc6399b58f4	2019	2015-07-15	QueryPair	Good			0	riu palace negril jamaica	2019	riu jamaica	riu palace negril jamaica
manjuprasad	2123	2123	ffeabd223de0d4eacb9a3e6e53e5448d	575	2015-07-13	QueryPair	Fair			0	tripadvisor monterey ca	575	monterey	tripadvisor monterey ca
manjuprasad	2134	2134	7380ad8a673226ae47fce7bff88e9c33	497	2015-07-14	QueryPair	Excellent			0	pelican hotel miami	497	hotel miami pelican	pelican hotel miami
manjuprasad	2141	2141	06a15eb1c3836723b53e4abca8d9b879	1844	2015-07-14	QueryPair	Excellent			0	treasure island las vegas nevada	1844	treasure island las vegas nv	treasure island las vegas nevada
manjuprasad	2142	2142	a9a1d5317a33ae8cef33961c34144f84	585	2015-07-13	QueryPair	Excellent			0	hotel rooms nashville tn	585	nashville tn hotel	hotel rooms nashville tn
manjuprasad	2150	2150	5cf21ce30208cfffaa832c6e44bb567d	1696	2015-07-15	QueryPair	Excellent			0	twelve oaks inn branson mo	1696	12 oaks inn branson	twelve oaks inn branson mo
manjuprasad	2153	2153	418ef6127e44214882c61e372e866691	1744	2015-07-14	QueryPair	Excellent			0	las vegas trips packages	1744	las vegas trip packages	las vegas trips packages
manjuprasad	2175	2175	aebf7782a3d445f43cf30ee2c0d84dee	2050	2015-07-15	QueryPair	Good			0	riu jamaica montego bay	2050	riu montego bay jamaica reviews	riu jamaica montego bay
manjuprasad	238	238	8f85517967795eeef66c225f7883bdcb	178	2015-07-15	QueryPair	Good	Q2 has a narrower intent		0	springhill suites orlando	178	springhill airport suites orlando	springhill suites orlando
manjuprasad	27	27	2f2b265625d76a6704b08093c652fd79	334	2015-07-14	QueryPair	Good			0	mexico vacation deals	334	mexico accommodation deals	mexico vacation deals
manjuprasad	277	277	9e3cfc48eccf81a0d57663e129aef3cb	798	2015-07-14	QueryPair	Good			0	royal botanical gardens	798	royal botanical garden hotel	royal botanical gardens
manjuprasad	292	292	6c29793a140a811d0c45ce03c1c93a28	733	2015-07-15	QueryPair	Excellent			0	wyndham hotel glenview illinois	733	wyndham hotel glenview	wyndham hotel glenview illinois
manjuprasad	336	336	1a5b1e4daae265b790965a275b53ae50	446	2015-07-15	QueryPair	Good			0	sequoia national park map	446	sequia national park	sequoia national park map
manjuprasad	338	338	da4fb5c6e93e74d3df8527599fa62642	120	2015-07-15	QueryPair	Excellent			0	worldmark estes park	120	worldmark estes park colorado	worldmark estes park
manjuprasad	385	385	816b112c6105b3ebd537828a39af4818	401	2015-07-15	QueryPair	Excellent			0	secret st james montego bay	401	secrets st james montego bay	secret st james montego bay
manjuprasad	386	386	959a557f5f6beb411fd954f3f34b21c3	766	2015-07-15	QueryPair	Excellent			0	ramada hendersonville nc	766	hendersonville ramada	ramada hendersonville nc
manjuprasad	409	409	5ef059938ba799aaa845e1c2e8a762bd	118	2015-07-14	QueryPair	Excellent			0	jockey club vegas	118	club jockey las vegas	jockey club vegas
manjuprasad	417	417	980ecd059122ce2e50136bda65c25e07	1356	2015-07-15	QueryPair	Excellent			0	westin hotel kansas city mo	1356	westin hotel in kansas city mo	westin hotel kansas city mo
manjuprasad	444	444	3c1e4bd67169b8153e0047536c9f541e	1639	2015-07-15	QueryPair	Excellent			0	pikesville md	1639	pikesville hotel	pikesville md
manjuprasad	445	445	24896ee4c6526356cc127852413ea3b4	915	2015-07-14	QueryPair	Excellent			0	temple bar dublin	915	dublin hotel temple bar	temple bar dublin
manjuprasad	457	457	1579779b98ce9edb98dd85606f2c119d	1046	2015-07-15	QueryPair	Excellent			0	vista mirage palm springs	1046	vista mirage palm springs california	vista mirage palm springs
manjuprasad	468	468	1679091c5a880faf6fb5e6087eb1b2dc	6	2015-07-14	QueryPair	Excellent			0	vacation kauai hawaii	6	vacations in kauai	vacation kauai hawaii
manjuprasad	512	512	cf1f78fe923afe05f7597da2be7a3da8	1365	2015-07-14	QueryPair	Excellent			0	comfort inn columbus indiana	1365	comfort inn in columbus	comfort inn columbus indiana
manjuprasad	534	534	49c9adb18e44be0711a94e827042f630	869	2015-07-15	QueryPair	Excellent			0	sleep inn lewes delaware	869	inn sleep lewes delaware	sleep inn lewes delaware
manjuprasad	568	568	7f5d04d189dfb634e6a85bb9d9adf21e	687	2015-07-15	QueryPair	Good	Q2 is a broader query		0	sleep inn missoula montana	687	sleep inn montana	sleep inn missoula montana
manjuprasad	583	583	00ec53c4682d36f5c4359f4ae7bd7ba1	381	2015-07-15	QueryPair	Excellent	implied		0	summer bay orlando fl	381	summer bay resort orlando	summer bay orlando fl
manjuprasad	620	620	96ea64f3a1aa2fd00c72faacf0cb8ac9	792	2015-07-14	QueryPair	Good			0	phi phi island thailand	792	phi phi island resort	phi phi island thailand
manjuprasad	69	69	59b90e1005a220e2ebc542eb9d950b1e	514	2015-07-15	QueryPair	Excellent			0	wyndham resort daytona beach	514	wyndham resort daytona	wyndham resort daytona beach
manjuprasad	691	691	89885ff2c83a10305ee08bd507c1049c	2041	2015-07-14	QueryPair	Good			0	universal studios orlando fl tickets	2041	universal studios orlando discount tickets	universal studios orlando fl tickets
